account_id,campaign,impressions,clicks,cost,views,install,orders,revenue,link_clicks,conversions,conversion_value,engagements,date,channel,request_id,updated_at
566-352-3778,1_닥터디퍼런트 키워드,1912,40,8563,0,514.31,0.0,0.0,40.0,5.0,437950.0,0.0,2025-01-09,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,25930,232,476214,3559,4141.47,0.0,0.0,232.0,7.27,505279.97,0.0,2025-01-09,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2060,28,5214,0,294.43,0.0,0.0,28.0,5.98,329918.23,0.0,2025-01-10,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,26929,235,475488,3654,1603.1,0.0,0.0,235.0,8.28,585869.08,0.0,2025-01-10,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2368,25,7866,0,411.6,0.0,0.0,25.0,6.0,485372.0,0.0,2025-01-11,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,27606,257,474952,3939,1709.13,0.0,0.0,257.0,12.24,950347.18,0.0,2025-01-11,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2664,33,9819,0,605.06,0.0,0.0,33.0,9.0,569400.0,0.0,2025-01-12,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,27190,258,472807,3778,1951.17,0.0,0.0,258.0,9.82,614538.62,0.0,2025-01-12,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2153,30,7178,0,310.53,0.0,0.0,30.0,17.0,881946.0,0.0,2025-01-13,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,19986,202,372241,2978,1819.01,0.0,0.0,202.0,12.42,798565.55,0.0,2025-01-13,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,9,1,2,0,33.91,0.0,0.0,1.0,1.0,51550.0,0.0,2025-01-14,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,106,3,1314,26,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2025-01-14,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,3,2,29,0,23.0,0.0,0.0,2.0,2.0,81600.0,0.0,2025-01-15,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,15,0,83,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-15,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1512,38,10574,0,529.09,0.0,0.0,38.0,5.0,474150.0,0.0,2025-01-22,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1626,39,11536,0,640.05,0.0,0.0,39.0,5.0,270481.77,0.0,2025-01-23,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,1367,13,11147,143,165.57,0.0,0.0,13.0,0.26,53217.21,0.0,2025-01-23,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1793,29,7954,0,442.78,0.0,0.0,29.0,5.0,369455.0,0.0,2025-01-24,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,52131,762,615382,2434,2565.77,0.0,0.0,762.0,9.63,587948.14,0.0,2025-01-24,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1849,28,9010,0,476.8,0.0,0.0,28.0,5.0,405658.84,0.0,2025-01-25,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,21193,281,208523,941,1578.2,0.0,0.0,281.0,5.02,288866.94,0.0,2025-01-25,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1866,29,7031,0,191.74,0.0,0.0,29.0,1.0,32000.0,0.0,2025-01-26,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,27879,375,207572,689,1579.97,0.0,0.0,375.0,7.54,490247.7,0.0,2025-01-26,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1773,43,15410,0,795.38,0.0,0.0,43.0,7.0,706315.0,0.0,2025-01-27,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,30218,331,204187,469,1091.57,0.0,0.0,331.0,3.0,204374.84,0.0,2025-01-27,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,45,1,101,0,20.86,0.0,0.0,1.0,1.0,67800.0,0.0,2025-01-28,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,80,1,403,7,5.19,0.0,0.0,1.0,0.0,0.0,0.0,2025-01-28,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,8042,71,80467,235,498.23,0.0,0.0,71.0,2.05,90552.66,0.0,2025-01-30,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1854,31,9522,0,652.65,0.0,0.0,31.0,11.0,815080.0,0.0,2025-01-31,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,46857,659,307919,522,2388.15,0.0,0.0,659.0,5.76,373424.71,0.0,2025-01-31,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2623,46,14742,0,776.96,0.0,0.0,46.0,6.0,317800.0,0.0,2025-02-01,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,49055,731,335952,604,2500.48,0.0,0.0,731.0,5.51,492744.86,0.0,2025-02-01,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2216,46,16525,0,283.03,0.0,0.0,46.0,5.0,307000.0,0.0,2025-02-02,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,68040,1198,459819,1175,3617.8,0.0,0.0,1198.0,10.8,768817.34,0.0,2025-02-02,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1960,42,10670,0,868.16,0.0,0.0,42.0,7.0,632050.0,0.0,2025-02-03,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,36708,469,397831,2105,2034.55,0.0,0.0,469.0,9.27,780769.37,0.0,2025-02-03,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1839,46,12715,0,663.69,0.0,0.0,46.0,4.0,580390.0,0.0,2025-02-04,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,25430,321,397383,2462,1986.12,0.0,0.0,321.0,13.71,1114542.44,0.0,2025-02-04,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1581,31,8728,0,415.64,0.0,0.0,31.0,2.0,177831.77,0.0,2025-02-05,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,26224,287,399996,1888,1386.5,0.0,0.0,287.0,11.68,802269.89,0.0,2025-02-05,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1844,51,12227,0,1211.21,0.0,0.0,51.0,8.08,463547.44,0.0,2025-02-06,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,26471,327,428188,2056,1550.14,0.0,0.0,327.0,13.36,856250.69,0.0,2025-02-06,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1537,41,13183,0,439.8,0.0,0.0,41.0,1.0,71400.0,0.0,2025-02-07,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,29733,415,403340,2663,1891.29,0.0,0.0,415.0,5.11,332766.57,0.0,2025-02-07,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1611,25,7592,0,177.99,0.0,0.0,25.0,3.0,202400.0,0.0,2025-02-08,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,34461,510,418600,3486,2100.32,0.0,0.0,510.0,21.88,1533768.99,0.0,2025-02-08,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2107,37,12207,0,344.12,0.0,0.0,37.0,0.0,0.0,0.0,2025-02-09,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,55541,569,409973,7855,2330.35,0.0,0.0,569.0,19.1,1628350.36,0.0,2025-02-09,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1931,52,14771,0,571.33,0.0,0.0,52.0,3.0,204290.0,0.0,2025-02-10,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,46041,549,412544,6029,1848.06,0.0,0.0,549.0,7.36,515953.65,0.0,2025-02-10,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1872,31,10022,0,295.14,0.0,0.0,31.0,1.16,60405.52,0.0,2025-02-11,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,31007,418,411013,2674,1797.54,0.0,0.0,418.0,26.05,1598018.54,0.0,2025-02-11,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1747,38,11941,0,468.58,0.0,0.0,38.0,4.0,248978.41,0.0,2025-02-12,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,32896,442,417381,3663,1558.15,0.0,0.0,442.0,6.58,644391.46,0.0,2025-02-12,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1809,43,12603,0,779.28,0.0,0.0,43.0,7.0,366532.0,0.0,2025-02-13,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,34709,425,410421,2617,1754.99,0.0,0.0,425.0,7.4,697152.31,0.0,2025-02-13,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1762,42,12442,0,879.05,0.0,0.0,42.0,3.0,213600.0,0.0,2025-02-14,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_배너,2832,25,11410,0,18.13,0.0,0.0,25.0,0.0,0.0,0.0,2025-02-14,google||디멘드젠_배너(22236393020),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,27829,361,303069,3150,1875.88,0.0,0.0,361.0,4.83,336955.98,0.0,2025-02-14,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1682,30,10795,0,379.95,0.0,0.0,30.0,4.0,283700.0,0.0,2025-02-15,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_배너,34370,296,125066,0,643.15,0.0,0.0,296.0,2.43,180702.43,0.0,2025-02-15,google||디멘드젠_배너(22236393020),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,33706,446,310519,4547,1455.88,0.0,0.0,446.0,15.22,1131630.4,0.0,2025-02-15,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1730,27,11043,0,475.64,0.0,0.0,27.0,3.0,149150.0,0.0,2025-02-16,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_배너,16493,218,179799,0,5.58,0.0,0.0,218.0,0.0,0.0,0.0,2025-02-16,google||디멘드젠_배너(22236393020),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,36954,480,322100,4047,1695.38,0.0,0.0,480.0,18.41,1157466.85,0.0,2025-02-16,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1813,38,12021,0,557.34,0.0,0.0,38.0,2.0,114500.0,0.0,2025-02-17,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_배너,25740,402,176606,0,69.02,0.0,0.0,402.0,0.0,0.0,0.0,2025-02-17,google||디멘드젠_배너(22236393020),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,43596,621,322218,4484,2627.32,0.0,0.0,621.0,23.09,1541296.03,0.0,2025-02-17,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1754,51,14822,0,1007.05,0.0,0.0,51.0,5.01,419096.61,0.0,2025-02-18,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_배너,13659,297,92175,0,24.96,0.0,0.0,297.0,0.0,0.0,0.0,2025-02-18,google||디멘드젠_배너(22236393020),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,43244,750,295374,3307,2526.08,0.0,0.0,750.0,9.78,729071.75,0.0,2025-02-18,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2092,48,14432,0,640.55,0.0,0.0,48.0,4.02,251756.36,0.0,2025-02-19,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,56954,655,303354,8154,2129.19,0.0,0.0,655.0,28.73,1657131.18,0.0,2025-02-19,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2122,30,7549,0,352.21,0.0,0.0,30.0,1.01,90702.54,0.0,2025-02-20,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,44602,552,308326,4472,1648.8,0.0,0.0,552.0,14.55,1206429.92,0.0,2025-02-20,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1828,27,8362,0,178.51,0.0,0.0,27.0,1.0,67000.0,0.0,2025-02-21,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,24059,158,300013,1364,612.37,0.0,0.0,158.0,3.59,243900.85,0.0,2025-02-21,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,36070,488,300700,3645,1333.8,0.0,0.0,488.0,15.23,1147335.41,0.0,2025-02-21,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1688,28,10584,0,273.21,0.0,0.0,28.0,2.0,125100.0,0.0,2025-02-22,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,26738,298,313227,2466,1388.31,0.0,0.0,298.0,3.89,411849.63,0.0,2025-02-22,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,49358,750,312045,9527,1864.72,0.0,0.0,750.0,20.34,1207055.59,0.0,2025-02-22,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1789,19,6774,0,170.95,0.0,0.0,19.0,2.0,172000.0,0.0,2025-02-23,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디맨드젠__CEQ_1,22314,246,309528,1604,1189.73,0.0,0.0,246.0,7.3,510207.65,0.0,2025-02-23,google||디맨드젠__CEQ_1(21853107252),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,54368,896,310077,10506,1758.36,0.0,0.0,896.0,29.64,2034327.78,0.0,2025-02-23,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1934,36,11743,0,316.95,0.0,0.0,36.0,1.0,182600.0,0.0,2025-02-24,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,41763,702,327547,8471,1698.19,0.0,0.0,702.0,13.36,840260.15,0.0,2025-02-24,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2135,29,8931,0,716.23,0.0,0.0,29.0,1.0,37800.0,0.0,2025-02-25,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,26156,459,287199,5870,1574.56,0.0,0.0,459.0,13.82,914541.59,0.0,2025-02-25,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1908,22,6481,0,166.55,0.0,0.0,22.0,0.0,0.0,0.0,2025-02-26,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,36907,635,293200,7879,1382.73,0.0,0.0,635.0,7.97,515409.44,0.0,2025-02-26,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2010,25,6167,0,264.2,0.0,0.0,25.0,4.0,189314.0,0.0,2025-02-27,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,23720,474,291202,5142,1178.44,0.0,0.0,474.0,10.6,758365.76,0.0,2025-02-27,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2177,27,7327,0,117.81,0.0,0.0,27.0,0.0,0.0,0.0,2025-02-28,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,23039,474,277917,4991,1212.95,0.0,0.0,474.0,14.63,945192.41,0.0,2025-02-28,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,3416,24,8597,0,192.87,0.0,0.0,24.0,1.0,40500.0,0.0,2025-03-01,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,27510,583,297202,5890,1515.62,0.0,0.0,583.0,17.46,1369782.91,0.0,2025-03-01,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,3439,30,10975,0,323.67,0.0,4.0254,30.0,0.01,402.54,563.556,2025-03-02,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,28739,585,317070,6006,1420.29,0.0,0.0,585.0,14.09,721033.92,0.0,2025-03-02,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2933,35,14109,0,245.18,0.0,0.0,35.0,1.0,77000.0,0.0,2025-03-03,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,43370,718,390419,6519,2001.62,0.0,0.0,718.0,9.01,559599.47,0.0,2025-03-03,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,2422,25,8574,0,267.09,0.0,0.0,25.0,2.0,156010.0,0.0,2025-03-04,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,47124,771,392784,7496,2844.63,0.0,0.0,771.0,12.25,903522.76,0.0,2025-03-04,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1872,51,16032,0,333.88,0.0,0.0,51.0,0.0,0.0,0.0,2025-03-05,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,43142,683,396203,4881,2173.59,0.0,0.0,683.0,6.74,677956.29,0.0,2025-03-05,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1902,43,11962,0,201.02,0.0,0.0,43.0,0.0,213.5,298.9,2025-03-06,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,pmax_250306,2148,22,17392,198,128.59,0.0,0.0,22.0,0.58,38260.07,0.0,2025-03-06,google||pmax_250306(22313081441),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,48644,851,381195,2825,2037.54,0.0,0.0,851.0,6.68,487159.73,0.0,2025-03-06,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1911,12,5473,0,52.78,0.0,0.0,12.0,0.0,0.0,0.0,2025-03-07,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,pmax_250306,14861,125,199993,307,627.07,0.0,0.0,125.0,3.29,189264.31,0.0,2025-03-07,google||pmax_250306(22313081441),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,33167,481,382661,3963,1681.5,0.0,0.0,481.0,8.51,712166.57,0.0,2025-03-07,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
566-352-3778,1_닥터디퍼런트 키워드,1539,4,1959,0,53.01,0.0,0.0,4.0,0.0,0.0,0.0,2025-03-08,google||1_닥터디퍼런트 키워드(14827975189),333,2025-05-23 13:32:44.665270
566-352-3778,pmax_250306,26663,209,213548,1102,985.69,0.0,0.0,209.0,5.06,383898.84,0.0,2025-03-08,google||pmax_250306(22313081441),333,2025-05-23 13:32:44.665270
566-352-3778,디멘드젠_영상_250122,48525,705,389770,5664,1889.15,0.0,0.0,705.0,6.59,602979.25,0.0,2025-03-08,google||디멘드젠_영상_250122(22155808690),333,2025-05-23 13:32:44.665270
